run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
General-0-20200528-01:14:56-4205,runattr,,,configname,General,,,
General-0-20200528-01:14:56-4205,runattr,,,datetime,20200528-01:14:56,,,
General-0-20200528-01:14:56-4205,runattr,,,experiment,General,,,
General-0-20200528-01:14:56-4205,runattr,,,inifile,omnetpp.ini,,,
General-0-20200528-01:14:56-4205,runattr,,,iterationvars,,,,
General-0-20200528-01:14:56-4205,runattr,,,iterationvarsf,,,,
General-0-20200528-01:14:56-4205,runattr,,,measurement,,,,
General-0-20200528-01:14:56-4205,runattr,,,network,Network,,,
General-0-20200528-01:14:56-4205,runattr,,,processid,4205,,,
General-0-20200528-01:14:56-4205,runattr,,,repetition,0,,,
General-0-20200528-01:14:56-4205,runattr,,,replication,#0,,,
General-0-20200528-01:14:56-4205,runattr,,,resultdir,results,,,
General-0-20200528-01:14:56-4205,runattr,,,runnumber,0,,,
General-0-20200528-01:14:56-4205,runattr,,,seedset,0,,,
General-0-20200528-01:14:56-4205,param,,,Network.node[0].app.interArrivalTime,exponential(7),,,
General-0-20200528-01:14:56-4205,param,,,Network.node[0].app.packetByteSize,125000,,,
General-0-20200528-01:14:56-4205,param,,,Network.node[0].app.destination,5,,,
General-0-20200528-01:14:56-4205,param,,,Network.node[2].app.interArrivalTime,exponential(7),,,
General-0-20200528-01:14:56-4205,param,,,Network.node[2].app.packetByteSize,125000,,,
General-0-20200528-01:14:56-4205,param,,,Network.node[2].app.destination,5,,,
General-0-20200528-01:14:56-4205,vector,Network.node[0].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[0].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[0].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[0].lnk[0],Buffer Size,,,,"0 6.289922719388 6.289922719388 15.017429484523 15.017429484523 26.413301990875 26.413301990875 33.680585843815 33.680585843815 37.109686382321 37.109686382321 42.977697502336 42.977697502336 44.976335326643 44.976335326643 62.76949926679 62.76949926679 66.590776145486 66.590776145486 70.700838439185 70.700838439185 82.841767762037 82.841767762037 86.983494812008 86.983494812008 101.376382582264 101.376382582264 104.773226044218 104.773226044218 108.663377476062 108.663377476062 112.021093555642 112.021093555642 112.723640785245 113.021093555642 135.073997010175 135.073997010175 149.061075797358 149.061075797358 150.414812791423 150.414812791423 164.789716905536 164.789716905536 181.232482378113 181.232482378113 181.663872092803 182.232482378113 190.065175836152 190.065175836152 199.429647031178 199.429647031178","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[0].lnk[1],Buffer Size,,,,"0 12.752484639684 12.752484639684 30.270641397567 30.270641397567 40.505583528373 40.505583528373 43.386390185988 43.386390185988 77.573048968847 77.573048968847 88.717797732339 88.717797732339 101.89218007052 101.89218007052 105.411353227088 105.411353227088 134.774830285976 134.774830285976 153.553040006105 153.553040006105 176.087731429784 176.087731429784 189.184054970085 189.184054970085 198.991769751717 198.991769751717","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[0].net,PaquetesProcesados,,,,"0 6.289922719388 12.752484639684 15.017429484523 26.413301990875 30.270641397567 33.680585843815 37.109686382321 40.505583528373 42.977697502336 43.386390185988 44.976335326643 62.76949926679 66.590776145486 70.700838439185 77.573048968847 82.841767762037 86.983494812008 88.717797732339 101.376382582264 101.89218007052 104.773226044218 105.411353227088 108.663377476062 112.021093555642 112.723640785245 134.774830285976 135.073997010175 149.061075797358 150.414812791423 153.553040006105 164.789716905536 176.087731429784 181.232482378113 181.663872092803 189.184054970085 190.065175836152 198.991769751717 199.429647031178","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38"
General-0-20200528-01:14:56-4205,vector,Network.node[1].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[1].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[1].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[1].lnk[0],Buffer Size,,,,"0 14.017329484523 14.017329484523 32.680485843815 32.680485843815 43.976235326643 43.976235326643 61.76939926679 61.76939926679 69.700738439185 69.700738439185 85.983394812008 85.983394812008 107.663277476062 107.663277476062 111.020993555642 111.020993555642 134.073897010175 134.073897010175 149.414712791423 149.414712791423 180.663772092803 180.663772092803 198.429547031178 198.429547031178","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[1].lnk[1],Buffer Size,,,,"0 13.752584639684 13.752584639684 31.270741397567 31.270741397567 41.505683528373 41.505683528373 44.386490185988 44.386490185988 78.573148968847 78.573148968847 89.717897732339 89.717897732339 102.89228007052 102.89228007052 106.411453227088 106.411453227088 135.774930285976 135.774930285976 154.553140006105 154.553140006105 177.087831429784 177.087831429784 190.184154970085 190.184154970085 199.991869751717 199.991869751717","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[1].net,PaquetesProcesados,,,,"0 13.752584639684 14.017329484523 31.270741397567 32.680485843815 41.505683528373 43.976235326643 44.386490185988 61.76939926679 69.700738439185 78.573148968847 85.983394812008 89.717897732339 102.89228007052 106.411453227088 107.663277476062 111.020993555642 134.073897010175 135.774930285976 149.414712791423 154.553140006105 177.087831429784 180.663772092803 190.184154970085 198.429547031178 199.991869751717","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25"
General-0-20200528-01:14:56-4205,vector,Network.node[2].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[2].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[2].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[2].lnk[0],Buffer Size,,,,"0 13.017229484523 13.017229484523 31.680385843815 31.680385843815 42.976135326643 42.976135326643 60.76929926679 60.76929926679 68.700638439185 68.700638439185 84.983294812008 84.983294812008 106.663177476062 106.663177476062 110.020893555642 110.020893555642 133.073797010175 133.073797010175 148.414612791423 148.414612791423 179.663672092803 179.663672092803 197.429447031178 197.429447031178","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[2].lnk[1],Buffer Size,,,,"0 14.752684639684 14.752684639684 18.527637464396 18.527637464396 32.270841397567 32.270841397567 38.947500948462 38.947500948462 42.505783528373 42.505783528373 45.386590185988 45.386590185988 58.540806280897 58.540806280897 64.154514001429 64.154514001429 79.573248968847 79.573248968847 80.40611684146 80.573248968847 88.475398875119 88.475398875119 90.717997732339 90.717997732339 103.89238007052 103.89238007052 106.806156594855 106.806156594855 107.411553227088 107.806156594855 122.533307199713 122.533307199713 134.13241298583 134.13241298583 136.775030285976 136.775030285976 155.553240006105 155.553240006105 175.331165875416 175.331165875416 178.087931429784 178.087931429784 190.279423910734 190.279423910734 191.184254970085 191.279423910734","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[2].net,PaquetesProcesados,,,,"0 13.017229484523 14.752684639684 18.527637464396 31.680385843815 32.270841397567 38.947500948462 42.505783528373 42.976135326643 45.386590185988 58.540806280897 60.76929926679 64.154514001429 68.700638439185 79.573248968847 80.40611684146 84.983294812008 88.475398875119 90.717997732339 103.89238007052 106.663177476062 106.806156594855 107.411553227088 110.020893555642 122.533307199713 133.073797010175 134.13241298583 136.775030285976 148.414612791423 155.553240006105 175.331165875416 178.087931429784 179.663672092803 190.279423910734 191.184254970085 197.429447031178","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35"
General-0-20200528-01:14:56-4205,vector,Network.node[3].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[3].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[3].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[3].lnk[0],Buffer Size,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[3].lnk[1],Buffer Size,,,,"0 15.752784639684 15.752784639684 19.527737464396 19.527737464396 33.270941397567 33.270941397567 39.947600948462 39.947600948462 43.505883528373 43.505883528373 46.386690185988 46.386690185988 59.540906280897 59.540906280897 65.154614001429 65.154614001429 80.573348968847 80.573348968847 81.573348968847 81.573348968847 89.475498875119 89.475498875119 91.718097732339 91.718097732339 104.89248007052 104.89248007052 107.806256594855 107.806256594855 108.806256594855 108.806256594855 123.533407199713 123.533407199713 135.13251298583 135.13251298583 137.775130285976 137.775130285976 156.553340006105 156.553340006105 176.331265875416 176.331265875416 179.088031429784 179.088031429784 191.279523910734 191.279523910734 192.279523910734 192.279523910734","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[3].net,PaquetesProcesados,,,,"0 15.752784639684 19.527737464396 33.270941397567 39.947600948462 43.505883528373 46.386690185988 59.540906280897 65.154614001429 80.573348968847 81.573348968847 89.475498875119 91.718097732339 104.89248007052 107.806256594855 108.806256594855 123.533407199713 135.13251298583 137.775130285976 156.553340006105 176.331265875416 179.088031429784 191.279523910734 192.279523910734","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23"
General-0-20200528-01:14:56-4205,vector,Network.node[4].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[4].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[4].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[4].lnk[0],Buffer Size,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[4].lnk[1],Buffer Size,,,,"0 16.752884639684 16.752884639684 20.527837464396 20.527837464396 34.271041397567 34.271041397567 40.947700948462 40.947700948462 44.505983528373 44.505983528373 47.386790185988 47.386790185988 60.541006280897 60.541006280897 66.154714001429 66.154714001429 81.573448968847 81.573448968847 82.573448968847 82.573448968847 90.475598875119 90.475598875119 92.718197732339 92.718197732339 105.89258007052 105.89258007052 108.806356594855 108.806356594855 109.806356594855 109.806356594855 124.533507199713 124.533507199713 136.13261298583 136.13261298583 138.775230285976 138.775230285976 157.553440006105 157.553440006105 177.331365875416 177.331365875416 180.088131429784 180.088131429784 192.279623910734 192.279623910734 193.279623910734 193.279623910734","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[4].net,PaquetesProcesados,,,,"0 16.752884639684 20.527837464396 34.271041397567 40.947700948462 44.505983528373 47.386790185988 60.541006280897 66.154714001429 81.573448968847 82.573448968847 90.475598875119 92.718197732339 105.89258007052 108.806356594855 109.806356594855 124.533507199713 136.13261298583 138.775230285976 157.553440006105 177.331365875416 180.088131429784 192.279623910734 193.279623910734","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23"
General-0-20200528-01:14:56-4205,vector,Network.node[5].app,Delay,,,,"0 9.290222719388 17.752984639684 18.017729484523 21.527937464396 29.413601990875 35.271141397567 36.680885843815 40.109986382321 41.947800948462 45.506083528373 45.977997502336 47.976635326643 48.386890185988 61.541106280897 65.76979926679 67.154814001429 69.591076145486 73.701138439185 82.573548968847 83.573548968847 85.842067762037 89.983794812008 91.475698875119 93.718297732339 104.376682582264 106.89268007052 107.773526044218 109.806456594855 110.806456594855 111.663677476062 115.021393555642 116.021393555642 125.533607199713 137.13271298583 138.074297010175 139.775330285976 152.061375797358 153.415112791423 158.553540006105 167.790016905536 178.331465875416 181.088231429784 184.232782378113 185.232782378113 193.065475836152 193.279723910734 194.279723910734","0 3.0003 5.0005 5.0005 3.0003 3.0003 5.0005 5.0005 3.0003 3.0003 5.0005 3.0003 5.0005 5.0005 3.0003 5.0005 3.0003 3.0003 5.0005 5.0005 3.167432127387 3.0003 5.0005 3.0003 5.0005 3.0003 5.0005 3.0003 3.0003 5.395103367767 5.0005 5.0005 3.297752770397 3.0003 3.0003 5.0005 5.0005 3.0003 5.0005 5.0005 3.0003 3.0003 5.0005 3.0003 5.56911028531 3.0003 3.0003 5.095668940649"
General-0-20200528-01:14:56-4205,vector,Network.node[5].app,Hop Count,,,,"0 9.290222719388 17.752984639684 18.017729484523 21.527937464396 29.413601990875 35.271141397567 36.680885843815 40.109986382321 41.947800948462 45.506083528373 45.977997502336 47.976635326643 48.386890185988 61.541106280897 65.76979926679 67.154814001429 69.591076145486 73.701138439185 82.573548968847 83.573548968847 85.842067762037 89.983794812008 91.475698875119 93.718297732339 104.376682582264 106.89268007052 107.773526044218 109.806456594855 110.806456594855 111.663677476062 115.021393555642 116.021393555642 125.533607199713 137.13271298583 138.074297010175 139.775330285976 152.061375797358 153.415112791423 158.553540006105 167.790016905536 178.331465875416 181.088231429784 184.232782378113 185.232782378113 193.065475836152 193.279723910734 194.279723910734","0 2 4 4 2 2 4 4 2 2 4 2 4 4 2 4 2 2 4 4 2 2 4 2 4 2 4 2 2 4 4 4 2 2 2 4 4 2 4 4 2 2 4 2 4 2 2 4"
General-0-20200528-01:14:56-4205,vector,Network.node[5].app,Source Node,,,,"0 9.290222719388 17.752984639684 18.017729484523 21.527937464396 29.413601990875 35.271141397567 36.680885843815 40.109986382321 41.947800948462 45.506083528373 45.977997502336 47.976635326643 48.386890185988 61.541106280897 65.76979926679 67.154814001429 69.591076145486 73.701138439185 82.573548968847 83.573548968847 85.842067762037 89.983794812008 91.475698875119 93.718297732339 104.376682582264 106.89268007052 107.773526044218 109.806456594855 110.806456594855 111.663677476062 115.021393555642 116.021393555642 125.533607199713 137.13271298583 138.074297010175 139.775330285976 152.061375797358 153.415112791423 158.553540006105 167.790016905536 178.331465875416 181.088231429784 184.232782378113 185.232782378113 193.065475836152 193.279723910734 194.279723910734","0 0 0 2 2 0 0 2 0 2 0 0 2 0 2 2 2 0 2 0 2 0 2 2 0 0 0 0 2 0 2 2 0 2 2 2 0 0 2 0 0 2 0 0 2 0 2 0"
General-0-20200528-01:14:56-4205,vector,Network.node[5].lnk[0],Buffer Size,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[5].lnk[1],Buffer Size,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[5].net,PaquetesProcesados,,,,"0 9.290222719388 17.752984639684 18.017729484523 21.527937464396 29.413601990875 35.271141397567 36.680885843815 40.109986382321 41.947800948462 45.506083528373 45.977997502336 47.976635326643 48.386890185988 61.541106280897 65.76979926679 67.154814001429 69.591076145486 73.701138439185 82.573548968847 83.573548968847 85.842067762037 89.983794812008 91.475698875119 93.718297732339 104.376682582264 106.89268007052 107.773526044218 109.806456594855 110.806456594855 111.663677476062 115.021393555642 116.021393555642 125.533607199713 137.13271298583 138.074297010175 139.775330285976 152.061375797358 153.415112791423 158.553540006105 167.790016905536 178.331465875416 181.088231429784 184.232782378113 185.232782378113 193.065475836152 193.279723910734 194.279723910734","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47"
General-0-20200528-01:14:56-4205,vector,Network.node[6].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[6].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[6].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[6].lnk[0],Buffer Size,,,,"0 8.290122719388 8.290122719388 17.017629484523 17.017629484523 28.413501990875 28.413501990875 35.680785843815 35.680785843815 39.109886382321 39.109886382321 44.977897502336 44.977897502336 46.976535326643 46.976535326643 64.76969926679 64.76969926679 68.590976145486 68.590976145486 72.701038439185 72.701038439185 84.841967762037 84.841967762037 88.983694812008 88.983694812008 103.376582582264 103.376582582264 106.773426044218 106.773426044218 110.663577476062 110.663577476062 114.021293555642 114.021293555642 115.021293555642 115.021293555642 137.074197010175 137.074197010175 151.061275797358 151.061275797358 152.415012791423 152.415012791423 166.789916905536 166.789916905536 183.232682378113 183.232682378113 184.232682378113 184.232682378113 192.065375836152 192.065375836152","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[6].lnk[1],Buffer Size,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[6].net,PaquetesProcesados,,,,"0 8.290122719388 17.017629484523 28.413501990875 35.680785843815 39.109886382321 44.977897502336 46.976535326643 64.76969926679 68.590976145486 72.701038439185 84.841967762037 88.983694812008 103.376582582264 106.773426044218 110.663577476062 114.021293555642 115.021293555642 137.074197010175 151.061275797358 152.415012791423 166.789916905536 183.232682378113 184.232682378113 192.065375836152","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24"
General-0-20200528-01:14:56-4205,vector,Network.node[7].app,Delay,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[7].app,Hop Count,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[7].app,Source Node,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[7].lnk[0],Buffer Size,,,,"0 7.290022719388 7.290022719388 16.017529484523 16.017529484523 27.413401990875 27.413401990875 34.680685843815 34.680685843815 38.109786382321 38.109786382321 43.977797502336 43.977797502336 45.976435326643 45.976435326643 63.76959926679 63.76959926679 67.590876145486 67.590876145486 71.700938439185 71.700938439185 83.841867762037 83.841867762037 87.983594812008 87.983594812008 102.376482582264 102.376482582264 105.773326044218 105.773326044218 109.663477476062 109.663477476062 113.021193555642 113.021193555642 114.021193555642 114.021193555642 136.074097010175 136.074097010175 150.061175797358 150.061175797358 151.414912791423 151.414912791423 165.789816905536 165.789816905536 182.232582378113 182.232582378113 183.232582378113 183.232582378113 191.065275836152 191.065275836152","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200528-01:14:56-4205,vector,Network.node[7].lnk[1],Buffer Size,,,,"0","0"
General-0-20200528-01:14:56-4205,vector,Network.node[7].net,PaquetesProcesados,,,,"0 7.290022719388 16.017529484523 27.413401990875 34.680685843815 38.109786382321 43.977797502336 45.976435326643 63.76959926679 67.590876145486 71.700938439185 83.841867762037 87.983594812008 102.376482582264 105.773326044218 109.663477476062 113.021193555642 114.021193555642 136.074097010175 150.061175797358 151.414912791423 165.789816905536 182.232582378113 183.232582378113 191.065275836152","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24"
